#-*-sh-*-
# 
# H1 HERA-I+HERA-II diffractive DIS data
# 

##########################################################
#  General parameters of this dataset 
##########################################################
AlposName                       "H1-DDIS-HERAII-FPS-4D"  # A unique alpos name 
  46.0  0.1780  0.0250   0.2  14.5749      3     0.0492   11.7  8.27315    7.6   14.0   0.0 -0.4  1.5 -0.4  0.0 -0.1  3.8  5.8  1.0  0.1 -1.0 -1.3  0.2     0.0    0.0    -0.5    1.9   -0.5    0.1   -1.9    2.2    6.3    0.4    0.2   -1.0   -1.1    1.6
  46.0  0.1780  0.0250   0.4  14.5749      3     0.0116   16.7  11.8087    7.6   18.3   0.0 -0.4  1.5 -0.4  0.0 -0.1  3.8  5.8  1.0  0.1 -1.0 -1.3  0.2     0.0    0.0     1.2   -1.7    0.4    0.0    1.2    5.5    2.7   -1.9    0.2   -1.8   -2.2    1.6
  46.0  0.1780  0.0250   0.6  14.5749      3     0.0031   36.6  25.8801    7.6   37.4   0.0 -0.4  1.5 -0.4  0.0 -0.1  3.8  5.8  1.0  0.1 -1.0 -1.3  0.2     0.0    0.0     0.0    0.0    0.1   -0.2   -0.6    5.4    2.9    3.7   -0.4   -0.9   -1.6    1.6
  46.0  0.1780  0.0350   0.2  14.5749      3     0.0445   14.4  10.1823    7.3   16.2   0.0 -0.2  2.6  0.2  0.2  0.0  1.7  5.8  2.6  0.1 -0.9 -0.4  0.2     0.0    0.0    -0.8    1.9   -0.1    0.2   -1.7    2.5    6.1    0.6    0.1   -0.9   -0.3    1.6
  46.0  0.1780  0.0350   0.4  14.5749      3     0.0121   22.1  15.6271    7.3   23.2   0.0 -0.2  2.6  0.2  0.2  0.0  1.7  5.8  2.6  0.1 -0.9 -0.4  0.2     0.0    0.0     3.5    4.8    0.3    0.2    1.1   -1.5    3.0    0.9    0.6   -1.4   -0.5    1.6
  46.0  0.1780  0.0350   0.6  14.5749      3     0.0070   40.9  28.9207    7.3   41.5   0.0 -0.2  2.6  0.2  0.2  0.0  1.7  5.8  2.6  0.1 -0.9 -0.4  0.2     0.0    0.0     0.0    0.0    1.9    0.1    0.4   -5.8    2.2    2.9   -0.1   -0.7   -0.4    1.6
  46.0  0.1780  0.0500   0.2  14.5749      3     0.0407   16.8  11.8794    8.2   18.7   0.0  1.3  5.1  0.9  0.3 -3.2  1.1  3.6  3.1  0.1 -1.2 -0.4  0.3     0.0    0.0    -0.7    6.0    1.0    0.3   -4.3   -0.1    2.8    0.2    0.2   -1.4   -0.4    1.6
  46.0  0.1780  0.0500   0.4  14.5749      3     0.0167   20.9  14.7785    8.2   22.4   0.0  1.3  5.1  0.9  0.3 -3.2  1.1  3.6  3.1  0.1 -1.2 -0.4  0.3     0.0    0.0     3.2    4.1    0.9    0.1    0.7    0.2    5.4    2.4   -0.2   -1.5   -0.4    1.6
  46.0  0.1780  0.0500   0.6  14.5749      3     0.0116   31.0  21.9203    8.2   32.0   0.0  1.3  5.1  0.9  0.3 -3.2  1.1  3.6  3.1  0.1 -1.2 -0.4  0.3     0.0    0.0     1.9    0.0    1.3    0.4    0.5    6.3    3.5    2.4    0.2   -0.9   -0.4    1.6
  46.0  0.1780  0.0750   0.2  14.5749      3     0.0903   37.8  26.7286    7.3   38.4   0.0 -2.4  0.2  1.6  0.1 -3.7 -1.2  3.6  2.7 -0.2 -1.0 -2.2  0.3     0.0    0.0    -2.6    0.9   -2.4    0.1   -3.3   -1.8   -3.7   -0.9   -0.1   -1.4   -2.5    1.6
  46.0  0.1780  0.0750   0.4  14.5749      3     0.0254   40.7  28.7792    7.3   41.3   0.0 -2.4  0.2  1.6  0.1 -3.7 -1.2  3.6  2.7 -0.2 -1.0 -2.2  0.3     0.0    0.0     0.1   -0.3    1.0    0.1   -0.2   -0.1    6.7    1.4   -0.1   -0.5   -1.2    1.6
  46.0  0.1780  0.0750   0.6  14.5749      3     0.0288   39.7  28.0721    7.3   40.3   0.0 -2.4  0.2  1.6  0.1 -3.7 -1.2  3.6  2.7 -0.2 -1.0 -2.2  0.3     0.0    0.0    -1.3   -0.1    2.0   -0.2   -1.2    0.7    4.9    3.7   -0.5   -0.7   -2.1    1.6
  46.0  0.5620  0.0025   0.2  5.98753      2     0.0777    7.6  5.37401   10.9   13.3   5.0 -2.8  2.2  0.3 -0.9  0.2 -6.1  4.3  1.1  0.2 -0.7 -2.7  3.6     0.0    6.0    -1.6    1.8    0.4   -1.3   -1.6   -4.9    5.0    0.4    0.3   -0.9   -2.8    3.9
  46.0  0.5620  0.0025   0.4  5.98753      2     0.0230   10.5  7.42462   10.9   15.1   5.0 -2.8  2.2  0.3 -0.9  0.2 -6.1  4.3  1.1  0.2 -0.7 -2.7  3.6     0.0    4.3    -2.6    3.7    0.5   -0.7    0.9   -5.7    4.6    0.0    0.4   -0.8   -2.9    3.9
  46.0  0.5620  0.0025   0.6  5.98753      2     0.0089   19.6  13.8593   10.9   22.5   5.0 -2.8  2.2  0.3 -0.9  0.2 -6.1  4.3  1.1  0.2 -0.7 -2.7  3.6     0.0    6.6    -0.7    0.0   -0.2   -1.5    0.3   -6.3   -1.1    2.9   -0.1   -0.6   -2.7    3.9
  46.0  0.5620  0.0085   0.2  5.98753      2     0.0490    7.9  5.58614    9.8   12.6   5.6 -1.3  1.7  0.5 -0.1 -0.4  6.0  3.4  0.7  0.1 -0.5 -0.9  2.9     0.0    6.2    -0.8    1.3    0.6   -0.2   -1.7    4.9    4.0    0.5    0.1   -0.7   -0.9    3.3
  46.0  0.5620  0.0085   0.4  5.98753      2     0.0160   10.3  7.2832     9.8   14.2   5.6 -1.3  1.7  0.5 -0.1 -0.4  6.0  3.4  0.7  0.1 -0.5 -0.9  2.9     0.0    6.7    -1.1    2.6    0.6   -0.1    0.8    5.0    1.8   -1.3    0.1   -0.6   -0.9    3.3
  46.0  0.5620  0.0085   0.6  5.98753      2     0.0066   17.8  12.5865    9.8   20.3   5.6 -1.3  1.7  0.5 -0.1 -0.4  6.0  3.4  0.7  0.1 -0.5 -0.9  2.9     0.0    1.9    -1.1    1.6    0.8    0.0    1.4    5.9    4.9    3.8    0.0   -0.4   -1.0    3.3
  46.0  0.5620  0.0160   0.2  5.98753      2     0.0384   12.5  8.83883    8.6   15.2   0.0 -2.6  5.5  1.3  0.2  0.7 -1.9  3.9  0.4  0.1 -1.2 -2.1  2.8     0.0    0.0    -1.0    6.0    1.1    0.2   -1.9   -2.3    3.3    0.1    0.0   -1.4   -1.9    3.2
  46.0  0.5620  0.0160   0.4  5.98753      2     0.0177   14.6  10.3238    8.6   17.0   0.0 -2.6  5.5  1.3  0.2  0.7 -1.9  3.9  0.4  0.1 -1.2 -2.1  2.8     0.0    0.0    -3.2    1.9    2.4    0.4    2.3    0.8    5.6   -0.4    0.2   -1.1   -2.3    3.2
  46.0  0.5620  0.0160   0.6  5.98753      2     0.0036   39.6  28.0014    8.6   40.5   0.0 -2.6  5.5  1.3  0.2  0.7 -1.9  3.9  0.4  0.1 -1.2 -2.1  2.8     0.0    0.0    -4.1    0.0    2.2    0.1   -0.3    2.1    4.7    2.6    0.6   -1.3   -2.5    3.2
  46.0  0.5620  0.0250   0.2  5.98753      2     0.0343   20.0  14.1421    7.7   21.5   0.0  1.3  3.0  3.0  0.2 -1.3 -0.9  4.0  2.7 -0.9 -1.5 -0.7  2.7     0.0    0.0    -2.1   -3.9    2.9    0.0   -1.3   -0.5    3.2    2.7   -0.9   -1.1   -0.5    3.1
  46.0  0.5620  0.0250   0.4  5.98753      2     0.0102   26.8  18.9505    7.7   27.9   0.0  1.3  3.0  3.0  0.2 -1.3 -0.9  4.0  2.7 -0.9 -1.5 -0.7  2.7     0.0    0.0     3.0    5.6    0.6    0.1    0.9   -1.4    1.9   -1.4   -0.2   -0.7   -0.3    3.1
  46.0  0.5620  0.0250   0.6  5.98753      2     0.0066   48.3  34.1533    7.7   48.9   0.0  1.3  3.0  3.0  0.2 -1.3 -0.9  4.0  2.7 -0.9 -1.5 -0.7  2.7     0.0    0.0     0.0    0.0    1.7    0.5    0.7    5.9   -3.0   -1.1   -0.4   -0.7   -0.5    3.1
  80.0  0.0562  0.0350   0.2  36.6536      6     0.0660   29.0  20.5061    8.1   30.1   0.3 -2.1  2.8 -2.8 -0.1  0.6  1.8  5.2  2.0  1.7 -0.8 -2.2  0.1     0.1    0.0    -0.5    0.7   -3.1    0.0   -3.3    0.1    5.6    2.2    1.7   -0.8   -1.7    1.6
  80.0  0.0562  0.0350   0.4  36.6536      6     0.0258   36.9  26.0922    8.1   37.8   0.3 -2.1  2.8 -2.8 -0.1  0.6  1.8  5.2  2.0  1.7 -0.8 -2.2  0.1     0.8    0.0     1.7    0.1   -0.1   -0.2    1.4    1.3    6.3   -3.4    1.0   -0.5   -1.6    1.6
  80.0  0.0562  0.0350   0.6  36.6536      6     0.0182   71.6  50.6288    8.1   72.0   0.3 -2.1  2.8 -2.8 -0.1  0.6  1.8  5.2  2.0  1.7 -0.8 -2.2  0.1     0.0    0.0    -3.8    3.6   -0.3    0.0    0.1    3.9   -3.5   -2.8    0.0   -0.1   -0.4    1.6
  80.0  0.0562  0.0500   0.2  36.6536      6     0.0613   22.2  15.6978    7.1   23.3   0.0 -1.1  2.7 -1.2  0.0  0.2  0.3  5.0  3.3  0.9 -0.8  0.0  0.1     0.0    0.0    -0.7    2.6   -0.8    0.0   -1.9   -0.4    5.9   -0.2    1.0   -0.8    0.0    1.6
  80.0  0.0562  0.0500   0.4  36.6536      6     0.0339   27.4  19.3747    7.1   28.3   0.0 -1.1  2.7 -1.2  0.0  0.2  0.3  5.0  3.3  0.9 -0.8  0.0  0.1     0.0    0.0    -0.2    1.0   -2.0    0.0    0.6    1.5   -4.1    4.7    0.9   -0.8    0.0    1.6
  80.0  0.0562  0.0500   0.6  36.6536      6     0.0164   59.0  41.7193    7.1   59.4   0.0 -1.1  2.7 -1.2  0.0  0.2  0.3  5.0  3.3  0.9 -0.8  0.0  0.1     0.0    0.0    -0.1    0.0   -1.5    0.0    0.8    1.2    6.6    0.2    0.1   -0.4    0.0    1.6
  80.0  0.0562  0.0750   0.2  36.6536      6     0.0668   40.2  28.4257    7.6   40.9   0.0  0.5  1.8 -0.7  0.1 -3.0  0.5  3.0  5.3  0.2 -0.8 -1.8  0.2     0.0    0.0     0.3   -0.2   -0.5    0.2   -1.3    1.0    6.8    1.7    0.2   -0.7   -1.5    1.6
  80.0  0.0562  0.0750   0.4  36.6536      6     0.0269   37.4  26.4458    7.6   38.2   0.0  0.5  1.8 -0.7  0.1 -3.0  0.5  3.0  5.3  0.2 -0.8 -1.8  0.2     0.0    0.0     2.0    0.0   -3.5   -0.1    2.5   -2.0    1.0    2.1    0.2   -1.8   -4.3    1.6
  80.0  0.0562  0.0750   0.6  36.6536      6     0.0159   68.9  48.7197    7.6   69.3   0.0  0.5  1.8 -0.7  0.1 -3.0  0.5  3.0  5.3  0.2 -0.8 -1.8  0.2     0.0    0.0    -0.5    4.9    0.0   -0.1    0.4   -0.2   -5.3    1.1    0.1   -0.5   -1.0    1.6
  80.0  0.1780  0.0085   0.2  19.2208      4     0.0642   20.7  14.6371    8.8   22.5  -2.0 -1.5  2.2 -1.6 -0.1 -0.9 -0.8  5.8  1.1  0.4 -0.8 -4.8  1.0     0.0   -2.9    -1.6    2.8   -2.5    0.0   -1.7   -1.9    3.3   -1.2    0.6   -1.1   -5.3    1.9
  80.0  0.1780  0.0085   0.4  19.2208      4     0.0252   23.1  16.3342    8.8   24.8  -2.0 -1.5  2.2 -1.6 -0.1 -0.9 -0.8  5.8  1.1  0.4 -0.8 -4.8  1.0     0.0   -0.9    -0.1    0.9   -0.9   -0.2    0.6   -0.3    7.7    0.3    0.3   -0.5   -3.3    1.9
  80.0  0.1780  0.0085   0.6  19.2208      4     0.0098   54.3  38.3959    8.8   55.0  -2.0 -1.5  2.2 -1.6 -0.1 -0.9 -0.8  5.8  1.1  0.4 -0.8 -4.8  1.0     0.0    0.0     0.0    0.0    0.1    0.4    0.7    4.7    2.1    6.3    0.2   -0.1   -2.6    1.9
  80.0  0.1780  0.0160   0.2  19.2208      4     0.0352   17.4  12.3037    8.1   19.2   0.0  0.5  2.5 -0.4  0.0  0.2  5.2  5.1  0.9  0.3 -0.8 -1.3  0.2     0.0    0.0    -0.1    3.9   -0.9    0.0   -2.8    5.2    2.8    0.3    0.5   -1.3   -1.7    1.6
  80.0  0.1780  0.0160   0.4  19.2208      4     0.0120   22.1  15.6271    8.1   23.5   0.0  0.5  2.5 -0.4  0.0  0.2  5.2  5.1  0.9  0.3 -0.8 -1.3  0.2     0.0    0.0     0.7    0.2    0.1    0.0    0.6    2.2    7.6    0.0    0.1   -0.4   -0.6    1.6
  80.0  0.1780  0.0160   0.6  19.2208      4     0.0156   42.5  30.052     8.1   43.2   0.0  0.5  2.5 -0.4  0.0  0.2  5.2  5.1  0.9  0.3 -0.8 -1.3  0.2     0.0    0.0     0.0    0.0   -0.1   -0.1   -2.2    3.6    4.8    4.4    0.5   -0.8   -1.4    1.6
  80.0  0.1780  0.0250   0.2  19.2208      4     0.0402   16.6  11.738     7.9   18.4   0.0  0.5  1.7 -0.9  0.1  0.2  0.7  6.8  2.3  0.5 -1.5 -1.4  0.2     0.0    0.0    -0.1    2.2   -0.6    0.1   -2.7    0.6    6.6   -0.2    0.5   -1.6   -1.1    1.6
  80.0  0.1780  0.0250   0.4  19.2208      4     0.0159   20.7  14.6371    7.9   22.2   0.0  0.5  1.7 -0.9  0.1  0.2  0.7  6.8  2.3  0.5 -1.5 -1.4  0.2     0.0    0.0     0.4    0.3   -1.5    0.0    0.1   -0.1    5.6    4.7    0.5   -1.6   -1.5    1.6
  80.0  0.1780  0.0250   0.6  19.2208      4     0.0121   42.2  29.8399    7.9   42.9   0.0  0.5  1.7 -0.9  0.1  0.2  0.7  6.8  2.3  0.5 -1.5 -1.4  0.2     0.0    0.0     3.9   -5.9   -2.2   -0.3   -0.4    0.6   -1.9   -0.1    0.4   -0.6   -0.8    1.6
  80.0  0.1780  0.0350   0.2  19.2208      4     0.0608   20.3  14.3543    7.2   21.6   0.0  0.8 -0.3 -3.5  0.1 -0.2  4.1  4.2  0.3  0.2 -0.7 -0.7  0.2     0.0    0.0     0.2   -0.3   -4.0    0.1   -1.4    3.2    4.3    0.3    0.2   -0.6   -0.5    1.6
  80.0  0.1780  0.0350   0.4  19.2208      4     0.0122   30.9  21.8496    7.2   31.8   0.0  0.8 -0.3 -3.5  0.1 -0.2  4.1  4.2  0.3  0.2 -0.7 -0.7  0.2     0.0    0.0     0.2    0.0   -1.7    0.1   -0.1    5.8   -2.4    1.1    0.4   -1.4   -1.7    1.6
  80.0  0.1780  0.0350   0.6  19.2208      4     0.0065   39.5  27.9307    7.2   40.1   0.0  0.8 -0.3 -3.5  0.1 -0.2  4.1  4.2  0.3  0.2 -0.7 -0.7  0.2     0.0    0.0     2.8    0.0   -0.1    0.0   -0.2   -4.8    2.6   -3.3    0.3   -0.5   -0.5    1.6
  80.0  0.1780  0.0500   0.2  19.2208      4     0.0440   24.9  17.607     7.0   25.9   0.0 -1.5  0.9 -0.5 -0.1 -1.4 -0.2  3.9  4.5  0.4 -1.7 -1.2  0.3     0.0    0.0    -1.1    1.0   -0.4   -0.2   -4.2   -0.4    4.6    0.1    0.4   -1.8   -1.0    1.6
  80.0  0.1780  0.0500   0.4  19.2208      4     0.0226   24.4  17.2534    7.0   25.4   0.0 -1.5  0.9 -0.5 -0.1 -1.4 -0.2  3.9  4.5  0.4 -1.7 -1.2  0.3     0.0    0.0    -0.2    0.2   -0.2    0.1    0.2   -3.1    1.1    5.7    0.3   -1.0   -0.9    1.6
  80.0  0.1780  0.0500   0.6  19.2208      4     0.0058   44.6  31.537     7.0   45.2   0.0 -1.5  0.9 -0.5 -0.1 -1.4 -0.2  3.9  4.5  0.4 -1.7 -1.2  0.3     0.0    0.0     0.0   -0.1   -0.5    0.1    0.6    5.8   -1.3   -3.0   -0.2   -0.3   -0.4    1.6
  80.0  0.1780  0.0750   0.2  19.2208      4     0.0570   44.2  31.2541    7.1   44.7   0.0 -1.5  1.3  0.8  0.1 -2.8  0.8  5.4  1.2  0.0 -0.6 -1.8  0.3     0.0    0.0    -1.1    2.1    0.2    0.2   -3.6   -2.2    3.0    0.6   -0.2   -1.4   -3.5    1.6
  80.0  0.1780  0.0750   0.4  19.2208      4     0.0134   49.7  35.1432    7.1   50.2   0.0 -1.5  1.3  0.8  0.1 -2.8  0.8  5.4  1.2  0.0 -0.6 -1.8  0.3     0.0    0.0    -1.9    1.6    1.9    0.2    0.0    4.4    3.1   -1.0    0.2   -0.9   -2.7    1.6
  80.0  0.1780  0.0750   0.6  19.2208      4     0.0231   51.1  36.1332    7.1   51.6   0.0 -1.5  1.3  0.8  0.1 -2.8  0.8  5.4  1.2  0.0 -0.6 -1.8  0.3     0.0    0.0     0.3    0.1    0.8    0.0   -0.1   -2.0    5.4    3.5    0.2   -0.2   -0.9    1.6
  80.0  0.5620  0.0085   0.2  7.89612      2     0.0464   13.4  9.47523   10.6   17.1   4.7 -1.4  1.1  0.3 -0.2  0.3  5.0  6.1  1.1  0.3 -1.0 -3.1  2.9     0.0    5.2    -1.0    0.8    0.5   -0.3   -2.0    4.2    6.3   -0.2    0.3   -1.2   -2.9    3.4
  80.0  0.5620  0.0085   0.4  7.89612      2     0.0111   19.7  13.93     10.6   22.4   4.7 -1.4  1.1  0.3 -0.2  0.3  5.0  6.1  1.1  0.3 -1.0 -3.1  2.9     0.0    6.4    -0.6    2.9   -0.2    0.3    0.8    2.8   -0.8    2.8    1.0   -1.8   -5.5    3.4
  80.0  0.5620  0.0085   0.6  7.89612      2     0.0040   42.8  30.2642   10.6   44.1   4.7 -1.4  1.1  0.3 -0.2  0.3  5.0  6.1  1.1  0.3 -1.0 -3.1  2.9     0.0    0.0     0.0    0.0    0.8    0.0   -0.3    6.3    6.7    3.6    0.4   -0.5   -1.4    3.4
  80.0  0.5620  0.0160   0.2  7.89612      2     0.0290   18.4  13.0108    9.5   20.7   0.0 -5.2  0.3  0.5  0.2 -0.7 -2.9  4.8  0.0  0.2 -0.4 -4.5  2.8     0.0    0.0    -3.7    1.8    0.4    0.2   -2.8   -2.4    3.8    1.2    0.2   -0.7   -5.7    3.3
  80.0  0.5620  0.0160   0.4  7.89612      2     0.0094   24.9  17.607     9.5   26.6   0.0 -5.2  0.3  0.5  0.2 -0.7 -2.9  4.8  0.0  0.2 -0.4 -4.5  2.8     0.0    0.0    -3.4   -2.5    1.0    0.2    0.4   -1.6    6.0   -3.7    0.2   -0.3   -2.8    3.3
  80.0  0.5620  0.0160   0.6  7.89612      2     0.0088   35.3  24.9609    9.5   36.6   0.0 -5.2  0.3  0.5  0.2 -0.7 -2.9  4.8  0.0  0.2 -0.4 -4.5  2.8     0.0    0.0     0.0    0.0   -0.7    0.1    0.1   -3.5    6.4    4.5    0.0   -0.2   -2.4    3.3
  80.0  0.5620  0.0250   0.2  7.89612      2     0.0362   26.1  18.4555    8.3   27.4   0.0 -5.5  2.8  1.2  0.2 -2.1 -0.8  2.3  2.5  0.4 -1.2 -1.5  2.7     0.0    0.0    -3.5    3.6    1.8    0.1   -2.1   -0.5    4.4   -1.9    0.3   -1.2   -1.2    3.1
  80.0  0.5620  0.0250   0.4  7.89612      2     0.0133   21.1  14.92      8.3   22.7   0.0 -5.5  2.8  1.2  0.2 -2.1 -0.8  2.3  2.5  0.4 -1.2 -1.5  2.7     0.0    0.0    -3.5    0.0    0.9    0.5    1.7   -3.9   -0.7    4.2    0.7   -2.1   -2.3    3.1
  80.0  0.5620  0.0350   0.2  7.89612      2     0.0332   49.6  35.0725   10.1   50.6   0.0 -4.7  0.6  1.8  0.1  0.4 -3.1  7.5  0.9  0.0 -0.9 -0.2  2.5     0.0    0.0    -1.0    1.0    3.9    0.3   -1.4   -1.9    8.2   -0.6    0.0   -1.6   -0.3    3.0
  80.0  0.5620  0.0350   0.4  7.89612      2     0.0163   28.6  20.2233   10.1   30.4   0.0 -4.7  0.6  1.8  0.1  0.4 -3.1  7.5  0.9  0.0 -0.9 -0.2  2.5     0.0    0.0    -4.9   -1.0    1.0   -0.1    1.1   -4.6    5.1    4.3   -0.5   -0.2   -0.1    3.0
}}



Subsets {  Q2   beta    xp       tAbs       mxBin }

Cuts { }

TheoryFactors { 0.83333 }

ErrorSet                   "H1-FPS-4D"
ErrorUnit                  percent

Errors {{
 ErrorName       Column          Correlation      Nature
  stat           dstat             ESM0            P
#  statMC         statMC            ESM0            P
  HadEn          HadEn             EYM0            M
#  HadEnLAr       HadEn1            EYM0            M
  ElecEn         ElecEn            EYM1            M
  ElecTh         ElecTh            EYM1            M
   DifBeta        DifBeta           EYM1            M
   DifXpom        DifXpom           EYM1            M
   DifT           DifT3D              EYM1            M
#  DifBeta2        DifBeta           EYM1            M
#  DifXpom2        DifXpom           EYM1            M
#  DifT2           DifT              EYM1            M
#  DifBeta3        DifBeta           EYM0            M
#  DifXpom3        DifXpom           EYM0            M
#  DifT3           DifT              EYM0            M
#  DifBeta4        DifBeta           EYM0            M
#  DifXpom4        DifXpom           EYM0            M
#  DifT4           DifT              EYM0            M
   DifQ2          DifQ2             EYM1            M
  EpFPS          EpFPS             EYM1            M
  PxFPS          PxFPS             EYM1            M
  PyFPS          PyFPS             EYM1            M
  VtxEff         VtxEff            EYM0            M
  Backgr         Backgr            EYM0            M
  Bcccor         Bcccor            EYM0            M
#  Bcccor2        Bcccor            EYM1            M
#  Bcccor3         Bcccor            EYM0            M
#  Bcccor4         Bcccor            EYM0            M
  norm            4.8              EYM1            M
#  Pdiss           1              EYM1            M
}}



